https://www.myminifactory.com/object/3215,https://cdn.myminifactory.com/assets/object-assets/579fa18eb2b70/threedfiles/zeus-at-the-british-museum-london-1.stl,"Zeus at The British Museum, London",Roman,130-150 (circa),"bust,sculpture,zeus,Marble,150BC","<p><a href=""/pages/support-scan-the-world"" target=""_blank"" rel=""noopener noreferrer""><img src=""/uploads/tinymce-images/support.png"" alt="""" /></a></p><p style=""text-align: justify;"">Zeus&nbsp;is the ""Father of Gods and men"" who rules the Olympians of&nbsp;Mount Olympus&nbsp;as a father rules the family according to the&nbsp;ancient Greek&nbsp;religion. He is the&nbsp;god of sky&nbsp;and&nbsp;thunder&nbsp;in&nbsp;Greek mythology. Zeus is etymologically cognate with and, under Hellenic influence, became particularly closely identified with Roman&nbsp;Jupiter.</p>
<p style=""text-align: justify;"">This larger than life bust (height 25.4cm) depicts Zeus. It was made circa 130-150, made out of marble and was donated to The British Museum in 1836.</p>
<p style=""text-align: justify;""><span style=""text-align: justify;"">This object is part of ""Scan The World"". Scan the World is a non-profit initiative introduced by MyMiniFactory, through which we are creating a digital archive of fully 3D printable sculptures, artworks and landmarks from across the globe for the public to access for free. Scan the World is an open source, community effort, if you have interesting items around you and would like to contribute, email&nbsp;</span><a style=""text-align: justify;"" href=""mailto:stw@myminifactory.com"" target=""_blank"">stw@myminifactory.com</a><span style=""text-align: justify;"">&nbsp;to find out how you can help.</span></p>
<p>&nbsp;</p>",marble,,
https://www.myminifactory.com/object/4006,https://cdn.myminifactory.com/assets/object-assets/579fa4294a734/threedfiles/claudia-olympias-1.stl,"Claudia Olympias bust at The British Museum, London",Roman,110-130 (circa),"bust,sculpture,Marble,BritishMuseum,ClaudiaOlympias","<p><a href=""/pages/support-scan-the-world"" target=""_blank"" rel=""noopener noreferrer""><img src=""/uploads/tinymce-images/support.png"" alt="""" /></a></p><p style=""text-align: justify;"">The bust of Claudia Olympias is most likely to have come from Rome or its immediate surroundings. Two further inscriptions (CIL VI 15519-20) mention a Claudia Olympias, daughter of Tiberius, and may therefore refer to the same person, who died aged 49 and a half years after 33 years of marriage.</p>
<p style=""text-align: justify;"">Her coiffure is typical of the late Trajanic and early Hadrianic periods</p>
<p style=""text-align: justify;"">&nbsp;</p>
<p style=""text-align: justify;"">This object is part of ""Scan The World"". Scan the World is a non-profit initiative introduced by MyMiniFactory, through which we are creating a digital archive of fully 3D printable sculptures, artworks and landmarks from across the globe for the public to access for free. Scan the World is an open source, community effort, if you have interesting items around you and would like to contribute, email&nbsp;<a href=""mailto:stw@myminifactory.com"" target=""_blank"">stw@myminifactory.com</a>&nbsp;to find out how you can help.</p>
<p>&nbsp;</p>",marble,,
https://www.myminifactory.com/object/4158,https://cdn.myminifactory.com/assets/object-assets/579fa4cff35dc/threedfiles/matilda-1.stl,"Head of Matidia at The British Museum, London",Roman,120 (circa),bust,"<p><a href=""/pages/support-scan-the-world"" target=""_blank"" rel=""noopener noreferrer""><img src=""/uploads/tinymce-images/support.png"" alt="""" /></a></p><p>This is a marble head depcitng Matidia. It has Roman origins and is believed to have been made in Rome AD. 120. Matidia was the niece of the emperor Trajan. She was also the mother of Sabina who was the wife of Hadrian.</p>
<p>Matidia was deified after her death in AD 119 and statues were set up to her all over the empire.</p>
<p>&nbsp;</p>
<p><span style=""text-align: justify;"">This object is part of ""Scan The World"". Scan the World is a non-profit initiative introduced by MyMiniFactory, through which we are creating a digital archive of fully 3D printable sculptures, artworks and landmarks from across the globe for the public to access for free. Scan the World is an open source, community effort, if you have interesting items around you and would like to contribute, email&nbsp;</span><a style=""text-align: justify;"" href=""mailto:stw@myminifactory.com"" target=""_blank"">stw@myminifactory.com</a><span style=""text-align: justify;"">&nbsp;to find out how you can help.</span></p>
<p>&nbsp;</p>",marble,,
https://www.myminifactory.com/object/4406,https://cdn.myminifactory.com/assets/object-assets/579fa6ee18909/threedfiles/antisthenes-1.stl,"Antisthenes at The British Museum, London",Roman,3rdC BC(late)-2ndC BC (original),"greek,Philosopher,Antisthenes,wildhair,raggedbeard,archedeyebrows,furrowedbrow,prominentnose,deep-seteye","<p><a href=""/pages/support-scan-the-world"" target=""_blank"" rel=""noopener noreferrer""><img src=""/uploads/tinymce-images/support.png"" alt="""" /></a></p><p style=""text-align: justify;"">This is the bust portrait of the Greek philosopher Antisthenes. Antisthenes (about 450-370 BC) came to be regarded as the founder of the Cynic school of philosophy. Cynic means 'dog-like', and the name refers to the unworldliness of Antisthenes and his followers. Diogenes of Sinope, who made his home in a barrel, was a follower of the Cynic school.</p>
<p style=""text-align: justify;"">Antisthenes died in 370 BC. This image appears to have been created - perhaps on the basis of an earlier portrait - in Pergamon (Pergamum), a Greek city of Asia Minor, in the late third or early second century BC. The wild hair, ragged beard, arched eyebrows, furrowed brow, prominent nose and hooded deep-set eyes are all features of a generalized philosopher type developed for the library of Pergamon, capital of one of the great Hellenistic dynasties. Features indicative of a specific individual were overlaid on this general type. The Pergamon Library portraits were much copied in the Roman period. This one was found with copies of others near the Via Appia outside Rome.</p>
<p style=""text-align: justify;"">This object is part of ""Scan The World"". Scan the World is a non-profit initiative introduced by MyMiniFactory, through which we are creating a digital archive of fully 3D printable sculptures, artworks and landmarks from across the globe for the public to access for free. Scan the World is an open source, community effort, if you have interesting items around you and would like to contribute, email&nbsp;<a href=""mailto:stw@myminifactory.com"" target=""_blank"">stw@myminifactory.com</a>&nbsp;to find out how you can help.</p>",marble,,
https://www.myminifactory.com/object/4442,https://cdn.myminifactory.com/assets/object-assets/579fa735a0d24/threedfiles/Marbles-Kouros-Base.stl,"Marble Kouros at The British Museum, London",East Greek,550BC (circa),"bust,bust","<p><a href=""/pages/support-scan-the-world"" target=""_blank"" rel=""noopener noreferrer""><img src=""/uploads/tinymce-images/support.png"" alt="""" /></a></p><p style=""text-align: justify;"">Two of the most distinctive forms of free-standing sculpture to emerge during the Archaic period of Greek art (about 600-480 BC) were statues of youths (kouroi) and maidens (korai).</p>
<p style=""margin: 0px 0px 1.5em; padding: 0px; border: 0px; font-size: 1.2em; font-family: Arial, 'Helvetica Neue', 'Lucida Grande', Helvetica, Arial, Verdana, sans-serif; vertical-align: baseline; color: #565656; text-align: justify;"">This object is part of ""Scan The World"". Scan the World is a non-profit initiative introduced by MyMiniFactory, through which we are creating a digital archive of fully 3D printable sculptures, artworks and landmarks from across the globe for the public to access for free. Scan the World is an open source, community effort, if you have interesting items around you and would like to contribute, email&nbsp;<a href=""mailto:stw@myminifactory.com"" target=""_blank"">stw@myminifactory.com</a>&nbsp;to find out how you can help.</p>",marble,,
https://www.myminifactory.com/object/4644,https://cdn.myminifactory.com/assets/object-assets/579fa833db226/threedfiles/giovanni-chellini-1.stl,Giovanni Chellini,,1456 (carved),renaissance-sculpture,"<p style=""text-align: justify;"">This bust is a portrait of Giovanni Chellini, who died in 1462 at the age of 83 or 84. An inscription within the hollow base of the bust identifies both sitter and artist: MAGisteR IOHANES MAGistRI . ANTONII DE SancTO MINIATE DOCTOR ARTIVM ET MEDICINE . MCCCCLVI. In the centre are the words: OPUS ANTONII.</p>
<p style=""text-align: justify;"">Giovanni Chellini da San Miniato (d. 1462) was well-known in Florence as a doctor and teacher of medicine. The present bust was probably based on a mask cast from the doctor's face a few years prior to his death.</p>
<p style=""text-align: justify;"">The bust was presumably commissioned by Chellini himself, and stayed in his family until it was sold in Florence in the second half of the nineteenth century. Chellini treated the sculptor Donatello for an illness, and in payment Donatello gave him a bronze roundel of the Virgin and Child in 1456, which is now also in the V&amp;A collection and displayed nearby to the bust.</p>
<p style=""text-align: justify;"">This sculpture is one of the earliest and finest Renaissance portrait busts and is the earliest known work by Rossellino. It epitomises both his mastery of carving and the taste for life-like portrait busts that developed in Florence around this time. Made six years before the sitter died, the extraordinary handling and particular features of the bust indicate that it is based on a life-mask. A plaster mould was taken of the sitter's face, which would faithfully record his or her features. During the process, a band was placed around the sitter's head to protect the hair, and in the process the ears would be pinned back. However, this feature would not have been directly translated into an image cast from the mould, and in any event need not have been translated into the carved marble. To ensure his own fame and that of the sitter, Rossellini signed it underneath.</p>
<p style=""text-align: justify;"">&nbsp;</p>
<p style=""text-align: justify;"">Gallery location:<br />Medieval &amp; Renaissance, Room 64a, The Robert H. Smith Gallery</p>
<p style=""text-align: justify;"">&nbsp;</p>
<p style=""text-align: justify;""><em>This object is part of ""Scan The World"". Scan the World is a non-profit initiative introduced by MyMiniFactory, through which we are creating a digital archive of fully 3D printable sculptures, artworks and landmarks from across the globe for the public to access for free. Scan the World is an open source, community effort, if you have interesting items around you and would like to contribute, email&nbsp;<a href=""mailto:stw@myminifactory.com"" target=""_blank"" rel=""noopener noreferrer"">stw@myminifactory.com</a>&nbsp;to find out how you can help.</em></p><p>Courtesy of the Victoria and Albert Museum, London</p>",Carved marble,,
https://www.myminifactory.com/object/5102,https://cdn.myminifactory.com/assets/object-assets/579fa9edca592/threedfiles/head-of-homeric-hero-1.stl,"Head of Homeric Hero at The British Museum, London",Roman,100-150 (circa),hellenistic-sculpture,"<p><a href=""/pages/support-scan-the-world"" target=""_blank"" rel=""noopener noreferrer""><img src=""/uploads/tinymce-images/support.png"" alt="""" /></a></p><p style=""text-align: justify;"">This marble bust depicts the head of a Homeric hero, a version of a lost Hellenistic original. The other version of this head was found, together with the body, a Sperlonga, south of Rome. There it belonged to a figure, portraying a wineskin-carrier, in a group showing the blinding of Plyphemos by Odysseus and his men. The Sperlonga grouo, dating to the 1st century AD, is a copy of an earlier Hellenistic original of around 200 BC. It was found at Hadrian's Villa in Trivola and is part of the Townley Collection at The British Museum where it is on permanent display.</p>
<p style=""text-align: justify;"">&nbsp;</p>
<p style=""text-align: justify;"">This object is part of ""Scan The World"". Scan the World is a non-profit initiative introduced by MyMiniFactory, through which we are creating a digital archive of fully 3D printable sculptures, artworks and landmarks from across the globe for the public to access for free. Scan the World is an open source, community effort, if you have interesting items around you and would like to contribute, email&nbsp;<a href=""mailto:stw@myminifactory.com"" target=""_blank"">stw@myminifactory.com</a>&nbsp;to find out how you can help.</p>",marble,,
https://www.myminifactory.com/object/14101,https://cdn.myminifactory.com/assets/object-assets/579fc6598dbe7/threedfiles/british-museum-bust-of-a-roman-woman-1.stl,"Marble Bust of a Roman Woman at The British Museum, London",Roman,180-200 (circa),"bust,london,roman,woman,Marble,Italian,BritishMuseum","<table dir=""ltr"" border=""1"" cellspacing=""0"" cellpadding=""0""><colgroup><col width=""100"" /><col width=""358"" /></colgroup>
<tbody>
<tr>
<td data-sheets-value=""[null,2,&quot;Title&quot;]"">Title</td>
<td data-sheets-value=""[null,2,&quot;Marble bust of a Roman Woman&quot;]"">Marble bust of a Roman Woman</td>
</tr>
<tr>
<td data-sheets-value=""[null,2,&quot;Artist&quot;]"">Artist</td>
<td data-sheets-value=""[null,2,&quot;Unknown&quot;]"">Unknown</td>
</tr>
<tr>
<td data-sheets-value=""[null,2,&quot;Date&quot;]"">Date</td>
<td data-sheets-value=""[null,2,&quot;180-200 AD&quot;]"">180-200 AD</td>
</tr>
<tr>
<td data-sheets-value=""[null,2,&quot;Medium&quot;]"">Medium</td>
<td data-sheets-value=""[null,2,&quot;Marble&quot;]"">Marble</td>
</tr>
<tr>
<td data-sheets-value=""[null,2,&quot;Dimensions&quot;]"">Dimensions</td>
<td data-sheets-value=""[null,2,&quot;Height: 85.09 cm&quot;]"">Height: 85.09 cm</td>
</tr>
<tr>
<td data-sheets-value=""[null,2,&quot;Acquisition&quot;]"">Acquisition</td>
<td data-sheets-value=""[null,2,&quot;Purchased through: Rollin &amp; Feuardent, Purchased from Comte James-Alexandre de Portugales-Gorgier&quot;]"">Purchased through: Rollin &amp; Feuardent, Purchased from Comte James-Alexandre de Portugales-Gorgier</td>
</tr>
<tr>
<td data-sheets-value=""[null,2,&quot;Information&quot;]"">Information</td>
<td data-sheets-value=""[null,2,&quot;This woman is known from other portraits, but cannot be individually identified.&quot;]"">This woman is known from other portraits, but cannot be individually identified.</td>
</tr>
<tr>
<td data-sheets-value=""[null,2,&quot;Registration &quot;]"">Registration</td>
<td data-sheets-value=""[null,3,null,18650103.9]"" data-sheets-numberformat=""[null,2,&quot;#,##0.00&quot;,1]"">
<p>18,650,103.90</p>
</td>
</tr>
</tbody>
</table>
<p style=""text-align: justify;"">&nbsp;</p>
<p style=""text-align: justify;"">This object is part of ""Scan The World"". Scan the World is a non-profit initiative introduced by MyMiniFactory, through which we are creating a digital archive of fully 3D printable sculptures, artworks and landmarks from across the globe for the public to access for free. Scan the World is an open source, community effort, if you have interesting items around you and would like to contribute, email&nbsp;<a href=""mailto:stw@myminifactory.com"" target=""_blank"" rel=""noopener noreferrer"">stw@myminifactory.com</a>&nbsp;to find out how you can help.</p>",marble,,
https://www.myminifactory.com/object/23869,https://cdn.myminifactory.com/assets/object-assets/57d021d292fc5/threedfiles/stw-326-british-museum-people-of-palmyra-2.stl,"Viria Phoebe and Gaius Virius at The British Museum, London",Palmyrene,50-150 AD,peopleofpalmyra,"<p><a href=""/pages/support-scan-the-world"" target=""_blank"" rel=""noopener noreferrer""><img src=""/uploads/tinymce-images/support.png"" alt="""" /></a></p><p style=""text-align: justify;"">Inscription - 'OYIPIA( )OIBH ()AIOCOYIIOC()KIMOC' 'Viria Phoebe and Gaius Vurus'</p>
<p style=""text-align: justify;"">Limestone bust from a Palmyrene funerary relief; double bust of man and his wife; she is veiled with the fillet; wears drop ear-rings and two long curls of hair; holds in left hand distaff and spindle; he wears a toga and holds a strip of writing material in his right hand; inscription; 2 ll.</p>
<p style=""text-align: justify;"">These stone faces, representing Roman Syrians, who lived between about AD 50-270, come from tombs outside the city of Palmyra. Their fashions are Syrian but they are shown in realistic Roman style.</p>
<p style=""text-align: justify;"">There were three types of tombs, all built for wealthy citizens: single-storey house tombs, tomb towers of several storeys and underground rock-hewn tombs.</p>
<p style=""text-align: justify;"">Inside, each tomb contained rows of compartments set into the walls to hold the remains of the dead. Each was sealed with a plaque bearing a stone portrait of the dead person accompanied by a brief inscription.</p>",Limestone,,
https://www.myminifactory.com/object/23870,https://cdn.myminifactory.com/assets/object-assets/57d02bac23dff/threedfiles/stw-327-british-museum-people-of-palmyra-3.stl,"Unnamed couple at The British Museum, London",Palmyrene,200-273 AD,peopleofpalmyra,"<p><a href=""/pages/support-scan-the-world"" target=""_blank"" rel=""noopener noreferrer""><img src=""/uploads/tinymce-images/support.png"" alt="""" /></a></p><p style=""text-align: justify;"">Limestone bust from a funerary relief; carved with bearded man reclining on richly covered couch with wife seated beside; circular inscription.</p>
<p style=""text-align: justify;"">These stone faces, representing Roman Syrians, who lived between about AD 50-270, come from tombs outside the city of Palmyra. Their fashions are Syrian but they are shown in realistic Roman style.</p>
<p style=""text-align: justify;"">There were three types of tombs, all built for wealthy citizens: single-storey house tombs, tomb towers of several storeys and underground rock-hewn tombs.</p>
<p style=""text-align: justify;"">Inside, each tomb contained rows of compartments set into the walls to hold the remains of the dead. Each was sealed with a plaque bearing a stone portrait of the dead person accompanied by a brief inscription.</p>",Limestone,,
